2022-11-28 11:14:11,826 - doExcel.py:[30] - [INFO] - 工作簿<xlrd.book.Book object at 0x000001EBD39EA7F0>，sheet页面<xlrd.sheet.Sheet object at 0x000001EBD3A1FBB0>打开成功
2022-11-28 11:14:11,833 - doExcel.py:[30] - [INFO] - 工作簿<xlrd.book.Book object at 0x000001EBD3950EE0>，sheet页面<xlrd.sheet.Sheet object at 0x000001EBD3A1FDC0>打开成功
2022-11-28 11:28:29,360 - doExcel.py:[41] - [INFO] - 单元格值(9,3)文件获取成功，值是：2000zhang
2022-11-28 11:28:29,360 - doExcel.py:[41] - [INFO] - 单元格值(10,2)文件获取成功，值是：15555211512.0
2022-11-28 11:28:29,360 - doExcel.py:[41] - [INFO] - 单元格值(10,3)文件获取成功，值是：200000000002144322523535zhang
2022-11-28 11:28:29,361 - doExcel.py:[41] - [INFO] - 单元格值(11,2)文件获取成功，值是：15555211512.0
2022-11-28 11:28:29,361 - doExcel.py:[41] - [INFO] - 单元格值(11,3)文件获取成功，值是：1zhan
2022-11-28 11:54:23,094 - doExcel.py:[30] - [INFO] - 工作簿<xlrd.book.Book object at 0x000001CA4A9DA1F0>，sheet页面<xlrd.sheet.Sheet object at 0x000001CA4AA10D00>打开成功
2022-11-28 11:54:23,101 - doExcel.py:[30] - [INFO] - 工作簿<xlrd.book.Book object at 0x000001CA4A941760>，sheet页面<xlrd.sheet.Sheet object at 0x000001CA4AA05070>打开成功
2022-11-28 11:54:23,101 - doExcel.py:[41] - [INFO] - 单元格值(1,4)文件获取成功，值是：//span//input[@placeholder='请输入手机号码']
2022-11-28 11:54:23,101 - doExcel.py:[41] - [INFO] - 单元格值(2,4)文件获取成功，值是：//span//input[@type='password']
2022-11-28 11:54:23,101 - doExcel.py:[41] - [INFO] - 单元格值(3,4)文件获取成功，值是：//form/nz-form-item[4]/button
2022-11-28 11:54:23,101 - doExcel.py:[41] - [INFO] - 单元格值(4,4)文件获取成功，值是：//form/nz-form-item[1]/nz-form-control/div/nz-form-explain/div
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(5,4)文件获取成功，值是：//form/nz-form-item[2]/nz-form-control/div/nz-form-explain/div
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(6,4)文件获取成功，值是：.ant-modal-confirm-title>span
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(7,4)文件获取成功，值是：.ant-modal-confirm-btns>button
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(1,2)文件获取成功，值是：15555211512.0
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(1,4)文件获取成功，值是：1，2|1，3
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(2,2)文件获取成功，值是：
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(2,3)文件获取成功，值是：
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(3,2)文件获取成功，值是：
2022-11-28 11:54:23,102 - doExcel.py:[41] - [INFO] - 单元格值(3,3)文件获取成功，值是：2000zhang
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(4,2)文件获取成功，值是：15555211512.0
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(4,3)文件获取成功，值是：
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(5,2)文件获取成功，值是：11555521153.0
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(5,3)文件获取成功，值是：2000zhang
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(6,2)文件获取成功，值是：15555211512.0
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(6,3)文件获取成功，值是：2000zha
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(7,2)文件获取成功，值是：11555521153.0
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(7,3)文件获取成功，值是：2001zha
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(8,2)文件获取成功，值是：115555211546789
2022-11-28 11:54:23,103 - doExcel.py:[41] - [INFO] - 单元格值(8,3)文件获取成功，值是：2000zhang
2022-11-28 11:54:23,104 - doExcel.py:[41] - [INFO] - 单元格值(9,2)文件获取成功，值是：115555211.0
2022-11-28 11:54:23,104 - doExcel.py:[41] - [INFO] - 单元格值(9,3)文件获取成功，值是：2000zhang
2022-11-28 11:54:23,104 - doExcel.py:[41] - [INFO] - 单元格值(10,2)文件获取成功，值是：15555211512.0
2022-11-28 11:54:23,104 - doExcel.py:[41] - [INFO] - 单元格值(10,3)文件获取成功，值是：200000000002144322523535zhang
2022-11-28 11:54:23,104 - doExcel.py:[41] - [INFO] - 单元格值(11,2)文件获取成功，值是：15555211512.0
2022-11-28 11:54:23,104 - doExcel.py:[41] - [INFO] - 单元格值(11,3)文件获取成功，值是：1zhan
2022-11-28 11:54:37,685 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:54:37,776 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:54:37,985 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:54:38,042 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:54:38,192 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:54:38,231 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:54:38,269 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:54:40,303 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-title>span')
2022-11-28 11:54:40,324 - basePage.py:[116] - [INFO] - 文本获取成功，值是：用户名或密码错误，请重新输入！
2022-11-28 11:54:46,368 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-btns>button')
2022-11-28 11:54:46,453 - basePage.py:[148] - [INFO] - 元素('css selector', '.ant-modal-confirm-btns>button')点击成功！
2022-11-28 11:54:55,805 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:54:55,974 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:54:56,073 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:54:56,104 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:54:56,226 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:54:56,256 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:54:56,274 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:54:58,334 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[1]/nz-form-control/div/nz-form-explain/div')
2022-11-28 11:54:58,353 - basePage.py:[116] - [INFO] - 文本获取成功，值是：请输入手机号码
2022-11-28 11:55:04,159 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:55:04,191 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:55:04,383 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:04,416 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:55:04,575 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:04,607 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:55:04,628 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:55:06,661 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-title>span')
2022-11-28 11:55:06,679 - basePage.py:[116] - [INFO] - 文本获取成功，值是：用户名或密码错误，请重新输入！
2022-11-28 11:55:06,703 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-btns>button')
2022-11-28 11:55:06,714 - basePage.py:[148] - [INFO] - 元素('css selector', '.ant-modal-confirm-btns>button')点击成功！
2022-11-28 11:55:12,606 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:55:12,643 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:55:12,821 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:12,862 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:55:12,960 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:13,005 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:55:13,037 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:55:15,081 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[2]/nz-form-control/div/nz-form-explain/div')
2022-11-28 11:55:15,099 - basePage.py:[116] - [INFO] - 文本获取成功，值是：请输入6-20位账户密码
2022-11-28 11:55:21,004 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:55:21,094 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:55:21,254 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:21,288 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:55:21,405 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:21,437 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:55:21,459 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:55:23,501 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-title>span')
2022-11-28 11:55:23,524 - basePage.py:[116] - [INFO] - 文本获取成功，值是：用户名或密码错误，请重新输入！
2022-11-28 11:55:29,579 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-btns>button')
2022-11-28 11:55:29,597 - basePage.py:[148] - [INFO] - 元素('css selector', '.ant-modal-confirm-btns>button')点击成功！
2022-11-28 11:55:38,491 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:55:38,525 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:55:38,698 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:38,729 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:55:38,832 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:38,859 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:55:38,877 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:55:40,902 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-title>span')
2022-11-28 11:55:40,923 - basePage.py:[116] - [INFO] - 文本获取成功，值是：用户名或密码错误，请重新输入！
2022-11-28 11:55:40,948 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-btns>button')
2022-11-28 11:55:40,960 - basePage.py:[148] - [INFO] - 元素('css selector', '.ant-modal-confirm-btns>button')点击成功！
2022-11-28 11:55:46,777 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:55:46,807 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:55:46,913 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:46,938 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:55:47,057 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:55:47,087 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:55:47,103 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:55:49,166 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[1]/nz-form-control/div/nz-form-explain/div')
2022-11-28 11:55:49,188 - basePage.py:[116] - [INFO] - 文本获取成功，值是：请输入手机号码
2022-11-28 11:56:00,014 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:56:00,051 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:56:00,202 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:56:00,236 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:56:00,305 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:56:00,328 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:56:00,345 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:56:07,397 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[2]/nz-form-control/div/nz-form-explain/div')
2022-11-28 11:56:07,416 - basePage.py:[116] - [INFO] - 文本获取成功，值是：请输入6-20位账户密码
2022-11-28 11:56:14,603 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:56:14,643 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:56:14,773 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:56:14,811 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:56:14,881 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:56:14,915 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:56:14,934 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:56:16,970 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[1]/nz-form-control/div/nz-form-explain/div')
2022-11-28 11:56:16,988 - basePage.py:[116] - [INFO] - 文本获取成功，值是：请输入手机号码
2022-11-28 11:56:17,014 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[2]/nz-form-control/div/nz-form-explain/div')
2022-11-28 11:56:17,033 - basePage.py:[116] - [INFO] - 文本获取成功，值是：请输入6-20位账户密码
2022-11-28 11:56:22,892 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:56:22,961 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:56:23,134 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:56:23,165 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:56:23,279 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:56:23,307 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:56:23,329 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:56:28,385 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.teachHeadPic.ng-star-inserted')
2022-11-28 11:56:31,742 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//div[@class='userInfo-popPanel']/div[4]")
2022-11-28 11:56:31,882 - basePage.py:[148] - [INFO] - 元素('xpath', "//div[@class='userInfo-popPanel']/div[4]")点击成功！
2022-11-28 11:56:31,933 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-btns>button:nth-child(2)')
2022-11-28 11:56:31,993 - basePage.py:[148] - [INFO] - 元素('css selector', '.ant-modal-confirm-btns>button:nth-child(2)')点击成功！
2022-11-28 11:56:40,945 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 11:56:40,978 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 11:56:41,166 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:56:41,204 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 11:56:41,320 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 11:56:41,355 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 11:56:41,375 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 11:56:46,454 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-title>span')
2022-11-28 11:56:46,473 - basePage.py:[116] - [INFO] - 文本获取成功，值是：用户名或密码错误，请重新输入！
2022-11-28 11:56:46,502 - basePage.py:[83] - [INFO] - 元素定位成功，('css selector', '.ant-modal-confirm-btns>button')
2022-11-28 11:56:46,570 - basePage.py:[148] - [INFO] - 元素('css selector', '.ant-modal-confirm-btns>button')点击成功！
2022-11-28 14:30:31,520 - doExcel.py:[30] - [INFO] - 工作簿<xlrd.book.Book object at 0x000001B6A9F5B7F0>，sheet页面<xlrd.sheet.Sheet object at 0x000001B6A9F91BB0>打开成功
2022-11-28 14:30:31,527 - doExcel.py:[30] - [INFO] - 工作簿<xlrd.book.Book object at 0x000001B6A9EC0EE0>，sheet页面<xlrd.sheet.Sheet object at 0x000001B6A9F91DC0>打开成功
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(1,4)文件获取成功，值是：//span//input[@placeholder='请输入手机号码']
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(2,4)文件获取成功，值是：//span//input[@type='password']
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(3,4)文件获取成功，值是：//form/nz-form-item[4]/button
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(4,4)文件获取成功，值是：//form/nz-form-item[1]/nz-form-control/div/nz-form-explain/div
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(5,4)文件获取成功，值是：//form/nz-form-item[2]/nz-form-control/div/nz-form-explain/div
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(6,4)文件获取成功，值是：.ant-modal-confirm-title>span
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(7,4)文件获取成功，值是：.ant-modal-confirm-btns>button
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(1,2)文件获取成功，值是：15555211512.0
2022-11-28 14:30:31,528 - doExcel.py:[41] - [INFO] - 单元格值(1,4)文件获取成功，值是：1，2|1，3
2022-11-28 14:30:31,529 - doExcel.py:[41] - [INFO] - 单元格值(2,2)文件获取成功，值是：
2022-11-28 14:30:31,529 - doExcel.py:[41] - [INFO] - 单元格值(2,3)文件获取成功，值是：
2022-11-28 14:30:31,529 - doExcel.py:[41] - [INFO] - 单元格值(3,2)文件获取成功，值是：
2022-11-28 14:30:31,529 - doExcel.py:[41] - [INFO] - 单元格值(3,3)文件获取成功，值是：2000zhang
2022-11-28 14:30:31,529 - doExcel.py:[41] - [INFO] - 单元格值(4,2)文件获取成功，值是：15555211512.0
2022-11-28 14:30:31,529 - doExcel.py:[41] - [INFO] - 单元格值(4,3)文件获取成功，值是：
2022-11-28 14:30:31,529 - doExcel.py:[41] - [INFO] - 单元格值(5,2)文件获取成功，值是：11555521153.0
2022-11-28 14:30:31,530 - doExcel.py:[41] - [INFO] - 单元格值(5,3)文件获取成功，值是：2000zhang
2022-11-28 14:30:31,530 - doExcel.py:[41] - [INFO] - 单元格值(6,2)文件获取成功，值是：15555211512.0
2022-11-28 14:30:31,530 - doExcel.py:[41] - [INFO] - 单元格值(6,3)文件获取成功，值是：2000zha
2022-11-28 14:30:31,530 - doExcel.py:[41] - [INFO] - 单元格值(7,2)文件获取成功，值是：11555521153.0
2022-11-28 14:30:31,530 - doExcel.py:[41] - [INFO] - 单元格值(7,3)文件获取成功，值是：2001zha
2022-11-28 14:30:31,530 - doExcel.py:[41] - [INFO] - 单元格值(8,2)文件获取成功，值是：115555211546789
2022-11-28 14:30:31,530 - doExcel.py:[41] - [INFO] - 单元格值(8,3)文件获取成功，值是：2000zhang
2022-11-28 14:30:31,531 - doExcel.py:[41] - [INFO] - 单元格值(9,2)文件获取成功，值是：115555211.0
2022-11-28 14:30:31,531 - doExcel.py:[41] - [INFO] - 单元格值(9,3)文件获取成功，值是：2000zhang
2022-11-28 14:30:31,531 - doExcel.py:[41] - [INFO] - 单元格值(10,2)文件获取成功，值是：15555211512.0
2022-11-28 14:30:31,531 - doExcel.py:[41] - [INFO] - 单元格值(10,3)文件获取成功，值是：200000000002144322523535zhang
2022-11-28 14:30:31,531 - doExcel.py:[41] - [INFO] - 单元格值(11,2)文件获取成功，值是：15555211512.0
2022-11-28 14:30:31,532 - doExcel.py:[41] - [INFO] - 单元格值(11,3)文件获取成功，值是：1zhan
2022-11-28 14:31:55,559 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 14:31:56,731 - basePage.py:[67] - [INFO] - 未发生异常，页面打开成功！http://139.199.0.102/passport/login
2022-11-28 14:31:56,938 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@placeholder='请输入手机号码']")
2022-11-28 14:31:57,054 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 14:31:57,134 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', "//span//input[@type='password']")
2022-11-28 14:31:57,250 - basePage.py:[101] - [INFO] - 输入内容成功！
2022-11-28 14:31:57,330 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[4]/button')
2022-11-28 14:31:57,383 - basePage.py:[148] - [INFO] - 元素('xpath', '//form/nz-form-item[4]/button')点击成功！
2022-11-28 14:31:59,427 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[1]/nz-form-control/div/nz-form-explain/div')
2022-11-28 14:31:59,445 - basePage.py:[116] - [INFO] - 文本获取成功，值是：请输入手机号码
2022-11-28 14:31:59,476 - basePage.py:[83] - [INFO] - 元素定位成功，('xpath', '//form/nz-form-item[2]/nz-form-control/div/nz-form-explain/div')
2022-11-28 14:31:59,495 - basePage.py:[116] - [INFO] - 文本获取成功，值是：请输入6-20位账户密码
2022-11-28 14:41:39,838 - doExcel.py:[30] - [INFO] - 工作簿<xlrd.book.Book object at 0x00000274D8772880>，sheet页面<xlrd.sheet.Sheet object at 0x00000274D87A6EB0>打开成功
2022-11-28 14:41:39,847 - doExcel.py:[30] - [INFO] - 工作簿<xlrd.book.Book object at 0x00000274D86D3F70>，sheet页面<xlrd.sheet.Sheet object at 0x00000274D87BA640>打开成功
2022-11-28 14:41:39,847 - doExcel.py:[41] - [INFO] - 单元格值(1,4)文件获取成功，值是：//span//input[@placeholder='请输入手机号码']
2022-11-28 14:41:39,847 - doExcel.py:[41] - [INFO] - 单元格值(2,4)文件获取成功，值是：//span//input[@type='password']
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(3,4)文件获取成功，值是：//form/nz-form-item[4]/button
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(4,4)文件获取成功，值是：//form/nz-form-item[1]/nz-form-control/div/nz-form-explain/div
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(5,4)文件获取成功，值是：//form/nz-form-item[2]/nz-form-control/div/nz-form-explain/div
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(6,4)文件获取成功，值是：.ant-modal-confirm-title>span
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(7,4)文件获取成功，值是：.ant-modal-confirm-btns>button
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(1,2)文件获取成功，值是：15555211512.0
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(1,4)文件获取成功，值是：1，2|1，3
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(2,2)文件获取成功，值是：
2022-11-28 14:41:39,848 - doExcel.py:[41] - [INFO] - 单元格值(2,3)文件获取成功，值是：
2022-11-28 14:41:39,849 - doExcel.py:[41] - [INFO] - 单元格值(3,2)文件获取成功，值是：
2022-11-28 14:41:39,849 - doExcel.py:[41] - [INFO] - 单元格值(3,3)文件获取成功，值是：2000zhang
2022-11-28 14:41:39,849 - doExcel.py:[41] - [INFO] - 单元格值(4,2)文件获取成功，值是：15555211512.0
2022-11-28 14:41:39,849 - doExcel.py:[41] - [INFO] - 单元格值(4,3)文件获取成功，值是：
2022-11-28 14:41:39,850 - doExcel.py:[41] - [INFO] - 单元格值(5,2)文件获取成功，值是：11555521153.0
2022-11-28 14:41:39,850 - doExcel.py:[41] - [INFO] - 单元格值(5,3)文件获取成功，值是：2000zhang
2022-11-28 14:41:39,850 - doExcel.py:[41] - [INFO] - 单元格值(6,2)文件获取成功，值是：15555211512.0
2022-11-28 14:41:39,850 - doExcel.py:[41] - [INFO] - 单元格值(6,3)文件获取成功，值是：2000zha
2022-11-28 14:41:39,850 - doExcel.py:[41] - [INFO] - 单元格值(7,2)文件获取成功，值是：11555521153.0
2022-11-28 14:41:39,850 - doExcel.py:[41] - [INFO] - 单元格值(7,3)文件获取成功，值是：2001zha
2022-11-28 14:41:39,851 - doExcel.py:[41] - [INFO] - 单元格值(8,2)文件获取成功，值是：115555211546789
2022-11-28 14:41:39,851 - doExcel.py:[41] - [INFO] - 单元格值(8,3)文件获取成功，值是：2000zhang
2022-11-28 14:41:39,851 - doExcel.py:[41] - [INFO] - 单元格值(9,2)文件获取成功，值是：115555211.0
2022-11-28 14:41:39,851 - doExcel.py:[41] - [INFO] - 单元格值(9,3)文件获取成功，值是：2000zhang
2022-11-28 14:41:39,851 - doExcel.py:[41] - [INFO] - 单元格值(10,2)文件获取成功，值是：15555211512.0
2022-11-28 14:41:39,851 - doExcel.py:[41] - [INFO] - 单元格值(10,3)文件获取成功，值是：200000000002144322523535zhang
2022-11-28 14:41:39,852 - doExcel.py:[41] - [INFO] - 单元格值(11,2)文件获取成功，值是：15555211512.0
2022-11-28 14:41:39,852 - doExcel.py:[41] - [INFO] - 单元格值(11,3)文件获取成功，值是：1zhan
